Gene_symbol,NAME,Foldchange,PValue,FDR,FIB1-052,FIB2-063,FIB3-067,FIB4-211,FIB5-226,F1-064,F2-065,F3-093,F4-210,F5-213
Klf9,Kruppel-like factor 9,1.580244611,0.000521786,0.004699909,110.6937864,158.8339218,158.751962,159.8211849,147.913693,76.54392131,70.97116568,84.44293838,135.8873383,97.95066242
Klhdc10,kelch domain containing 10,2.143106915,3.33E-06,8.07E-05,20.23294446,31.91757605,44.70473087,33.67744498,31.4387619,10.55778225,12.43824553,15.46523831,16.26346976,20.86114249
Klhdc8a,kelch domain containing 8A,4.956398953,1.71E-12,3.97E-10,21.79936596,20.85951821,21.18179268,21.9431436,23.20029116,3.225989021,8.170220104,3.4215129,1.209679569,5.802436984
Klhl11,kelch-like 11,1.850344392,4.94E-05,0.000692414,29.50093837,42.9756339,40.13392297,48.34532172,47.53692311,15.69003751,16.82821454,23.9505903,23.65595602,32.60416972
Klhl24,kelch-like 24,1.414149488,0.003080642,0.019365972,55.7384986,86.32824704,77.59225108,93.63972508,83.99452351,52.64227538,47.55799762,56.11281156,59.67752541,65.07018618
Klhl42,kelch-like 42,2.264163349,4.08E-06,9.34E-05,15.79475019,20.98517796,30.88082407,19.4789403,21.02230464,7.0385215,6.341066349,9.306515088,11.1559338,13.95347941
Klhl5,kelch-like 5,-1.723803017,7.54E-07,2.37E-05,116.8289373,94.99876967,79.71043035,96.80798645,101.6078058,164.3788042,194.3780723,188.1832095,152.6884434,144.7846181
Klk7,"kallikrein related-peptidase 7 (chymotryptic, stratum corneum)",-7.846354316,0.003599662,0.021729607,0,0,0,0,0.189390132,0.146635865,0.853605085,0,0.672044205,0.552613046
Klk8,kallikrein related-peptidase 8,-3.811150981,0.003000894,0.018940937,9.790134414,0.879618238,1.003348074,0.117343014,2.651461847,12.75732022,10.12131744,8.622212508,18.6828289,4.835364153
Kmt2e,lysine (K)-specific methyltransferase 2E,1.39094935,0.003483515,0.021199927,152.4650266,201.4325764,257.3030395,206.7583905,191.8522036,140.0372507,154.6244641,131.2492348,157.9303882,142.1597061
Kpna1,karyopherin (importin) alpha 1,1.832596841,1.31E-05,0.000240659,42.55445092,50.76653829,41.02578793,66.18145983,56.05947905,20.96892864,26.0959269,26.82466114,27.15058588,38.95921975
Kpna6,karyopherin (importin) alpha 6,2.22317159,8.95E-09,5.91E-07,40.07428353,45.48882886,42.25210224,53.2737283,40.24540304,13.63713541,19.3890298,18.88675121,18.95164658,28.59772514
Kpnb1,karyopherin (importin) beta 1,1.389723146,0.002194992,0.014783689,136.6702764,145.765308,134.5601251,151.4898309,144.8834509,87.98151875,88.04326739,98.12898998,112.7690176,126.4102343
Krcc1,lysine-rich coiled-coil 1,-1.623318221,0.001073665,0.008362517,14.75046918,10.80673835,13.8239068,12.6730455,12.40505364,25.36800457,26.33981407,18.61303018,18.41401122,15.88762508
Kremen1,kringle containing transmembrane protein 1,2.436088145,0.000111307,0.001327032,7.701572405,6.659966657,6.800470282,5.984493708,8.427860871,1.61299451,2.804702424,3.4215129,1.881723774,4.835364153
Krt17,keratin 17,7.649817132,0.010479892,0.049852807,0.261070251,0.502638993,0.111483119,0.704058083,0,0,0,0,0.134408841,0
Krt2,keratin 2,-2.096175507,0.002881666,0.01835712,15.40314481,4.900730181,4.570807894,7.509952888,6.628654618,10.41114639,23.90094239,16.42326192,8.06453046,22.79528815
Krt33b,keratin 33B,12.68782214,0.004853326,0.027417536,0.130535126,0.125659748,0.445932477,0,0.189390132,0,0,0,0,0
Krt71,keratin 71,-4.518848655,0.000880889,0.007180963,3.524448389,0.376979245,0.557415597,0.234686028,0.47347533,7.771700823,7.682445769,2.73721032,1.209679569,3.868291323
Krtcap2,keratinocyte associated protein 2,-1.582802171,0.000109337,0.001308088,25.0627441,23.12139368,21.40475892,25.11140497,20.54882931,41.49794968,39.87555185,36.26803674,35.61834287,29.01218492
Ksr1,kinase suppressor of ras 1,-1.739865926,9.54E-05,0.001172804,76.2325133,56.16990746,42.029136,43.65160116,55.49130866,93.70031747,63.41066349,102.919108,126.3443105,89.52331347
l7Rn6,"lethal, Chr 7, Rinchik 6",-1.443975628,0.001962143,0.013528543,26.49863048,20.73385846,25.08370186,23.11657373,22.5374257,39.44504757,30.60783949,34.76257107,35.75275171,29.84110449
Lage3,"L antigen family, member 3",-1.401828942,0.001980909,0.013630561,56.52170935,43.47827289,43.36693344,46.4678335,45.45363166,78.74345928,59.6304124,69.11456058,61.82806686,60.51112855
Lamc2,"laminin, gamma 2",5.848401283,1.39E-09,1.17E-07,5.482475272,15.20482954,4.459324775,17.83613811,14.10956483,1.759630375,2.316928089,1.779186708,1.075270728,2.76306523
Lamp2,lysosomal-associated membrane protein 2,-1.388754225,0.00084816,0.0069668,73.88288104,81.30185711,74.91665622,77.56373218,86.93007056,122.5875828,115.968348,100.3187582,108.8711612,100.4374211
Lamp5,"lysosomal-associated membrane protein family, member 5",2.534226912,1.58E-08,9.41E-07,103.6448897,246.5444261,123.6347794,204.2941872,146.7773522,96.92630649,56.58182281,63.22955839,51.74740379,57.05729701
Lamtor1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1",-1.283393533,0.009396729,0.045856466,80.67070757,78.03470366,72.01809512,80.84933656,75.75605277,104.8446432,96.94514899,109.0778313,95.16145943,91.04299934
Lamtor2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",-1.583812146,2.14E-05,0.000356268,61.74311437,57.67782444,56.52194152,60.19696612,53.50271227,106.3110018,97.31097974,100.3187582,74.46249792,80.26704494
Lamtor4,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 4",-1.586758998,0.000113852,0.001353608,33.41699213,29.90702008,34.67125013,32.03464279,28.50321486,63.20005763,52.1918538,52.00699608,43.41405565,40.75521215
Lancl1,LanC (bacterial lantibiotic synthetase component C)-like 1,1.570638775,8.57E-05,0.001079266,104.2975653,135.9638476,99.5544256,147.5001684,121.2096844,67.8924053,70.48339134,70.75688678,81.98939302,96.29282328
Laptm4a,lysosomal-associated protein transmembrane 4A,-1.374548732,0.004527021,0.025941223,214.4692112,195.4009085,240.8035378,191.7384847,282.0019064,322.5989021,341.4420342,323.1276783,286.1564225,272.576385
Laptm5,lysosomal-associated protein transmembrane 5,-1.810581499,2.32E-05,0.000381795,47.90639106,29.65570059,25.75260058,30.03981155,35.88943,63.93323696,81.45831387,61.03979014,52.41944799,47.3865687
Large,NA,1.491368434,0.005511263,0.030229189,252.0633274,277.5823839,132.4419458,300.0460865,214.2002392,133.8785444,125.2360604,163.4114561,177.0164436,189.131815
Larp4b,"La ribonucleoprotein domain family, member 4B",1.365488334,0.00164752,0.011736356,126.4885366,140.738918,130.1008003,144.6839361,140.1486976,96.77967062,91.94546206,97.71840843,103.8980341,109.2792299
Larp7,"La ribonucleoprotein domain family, member 7",-1.332129302,0.008820582,0.043652856,38.50786203,33.17417354,33.66790205,36.96304937,30.8705915,45.89702561,42.43636711,48.7223437,49.32804465,44.20904369
Lars2,"leucyl-tRNA synthetase, mitochondrial",1.457087507,0.009602211,0.046713163,17.75277707,19.72858047,19.50954589,17.95348112,18.0867576,10.41114639,10.24326103,13.41233057,11.82797801,17.959924
Lasp1,LIM and SH3 protein 1,1.319126657,0.010058848,0.048494888,200.3714177,218.7736217,175.3629468,237.032888,187.8750109,145.7560494,182.6714883,156.4315698,135.2152941,152.5212007
Lat2,"linker for activation of T cells family, member 2",-2.572798831,0.000874695,0.007137241,2.088562008,1.759236475,0.668898716,2.698889319,1.420425989,4.692347667,6.828840684,4.653257544,2.68817682,3.315678277
Lcmt1,leucine carboxyl methyltransferase 1,-1.371984609,0.003934054,0.023241516,61.22097387,52.02313577,39.57650738,52.92169926,49.62021457,77.57037236,68.65423759,71.71491039,61.9624757,70.32001011
Lcn5,lipocalin 5,15.4368752,0.006273481,0.033417039,0,0,0.891864955,0.117343014,0.094695066,0,0,0,0,0
Lcp2,lymphocyte cytosolic protein 2,-1.607244474,0.001686097,0.01196648,13.44511793,9.927120111,7.692335237,9.504784124,10.60584739,17.88957548,15.12100437,16.42326192,18.81723774,13.95347941
Ldlr,low density lipoprotein receptor,1.550440754,0.004210259,0.024496654,30.6757545,39.70848044,36.90091251,42.36082801,44.41198594,20.08911345,19.99874772,17.38128553,38.44092853,29.28849144
Ldlrad4,low density lipoprotein receptor class A domain containing 4,2.045542412,3.80E-06,8.85E-05,16.96956632,27.14250562,16.38801855,27.45826525,23.01090103,10.11787466,11.09686611,10.94884128,12.7688399,9.256268522
Ldlrap1,low density lipoprotein receptor adaptor protein 1,2.055207306,0.000323359,0.003172246,23.23525234,41.59337667,63.09944557,22.17782962,26.79870367,24.63482525,12.31630195,13.82291212,20.43014383,14.92055224
Leap2,liver-expressed antimicrobial peptide 2,-44.50762562,0.000127007,0.001473474,0,0,0,0,0,0,1.463323004,0.136860516,1.747314933,0
Lemd3,LEM domain containing 3,1.522043383,0.001930593,0.013343166,27.15130611,33.29983328,35.1171826,39.42725266,30.58650631,21.40883623,16.70627096,18.47616966,23.38713834,28.87403166
Lepr,leptin receptor,3.414522071,0.001167527,0.00892833,1.958026883,3.267153454,20.51289396,2.464203292,9.374811531,2.346173833,1.829153755,2.600349804,2.68817682,1.519685877
Letm1,leucine zipper-EF-hand containing transmembrane protein 1,1.547943047,7.02E-05,0.000920282,111.3464621,109.82662,87.62573183,119.2205021,107.9523752,61.29379139,56.70376639,74.58898122,68.14528239,85.51686888
Lgals3bp,"lectin, galactoside-binding, soluble, 3 binding protein",-2.035981161,9.51E-05,0.001169976,30.80628962,16.83840626,25.97556681,14.66787674,30.01833591,75.22419853,56.33793564,44.06908615,29.56994502,35.919848
Lgals8,"lectin, galactose binding, soluble 8",-1.372289912,0.003742909,0.022352149,44.25140755,42.47299491,52.39706611,41.53942691,46.49527739,69.50539981,60.72790465,70.75688678,54.97321597,55.95207092
Lgals9,"lectin, galactose binding, soluble 9",-1.609219267,0.002890348,0.018402848,13.44511793,11.56069684,17.61433286,10.67821426,16.57163654,20.67565691,32.55893683,22.44512462,20.29573499,16.57839138
Lgi2,"leucine-rich repeat LGI family, member 2",6.832958974,3.64E-22,1.04E-18,15.92528531,34.43077102,24.52628626,36.02430526,30.39711617,3.372624885,3.048589591,4.653257544,3.225812184,6.35505003
Lgi3,"leucine-rich repeat LGI family, member 3",1.535224435,0.001513644,0.010997141,125.7053259,213.9985513,184.950495,145.2706512,139.3911371,129.1861967,69.75172984,117.1526017,96.10232132,115.0816668
Lgmn,legumain,-1.311338292,0.010316614,0.049253513,102.4700735,110.7062382,88.0716643,103.6138813,104.2592676,151.9147557,143.4056544,140.0083079,111.9625646,120.3314908
Lgr5,leucine rich repeat containing G protein coupled receptor 5,2.954651724,0.000360377,0.00347973,1.305351255,3.895452196,7.13491964,4.928406583,4.829448364,1.173086917,1.097492253,2.189768256,1.34408841,1.657839138
Lhfp,lipoma HMGIC fusion partner,1.798291969,0.000182304,0.001988433,48.42853157,87.58484453,146.9347513,88.00726041,89.10805707,53.96199817,58.65486373,49.26978576,53.7635364,40.2025991
Lhfpl4,lipoma HMGIC fusion partner-like protein 4,2.141993495,1.57E-05,0.000277225,28.45665736,29.90702008,24.30332002,27.69295128,26.4199234,7.478429094,7.560502185,13.54919108,14.38174599,20.86114249
Lhx1,LIM homeobox protein 1,53.76230304,0.001877659,0.013050867,0,0,26.19853305,0,0,0.293271729,0.121943584,0,0,0
Lhx2,LIM homeobox protein 2,-1.743815467,0.000487803,0.004443568,91.24405274,53.405393,29.54302663,63.3652275,80.01733074,107.0441811,123.2849631,112.3624836,119.8926862,91.1811526
Lhx5,LIM homeobox protein 5,53.71261079,0.000593865,0.005220417,0,0,11.03682882,0,0.284085198,0,0,0,0.134408841,0
Lhx9,LIM homeobox protein 9,-5.641636064,3.37E-06,8.13E-05,4.307659142,0.251319496,1.003348074,0.352029042,1.325730924,9.824602927,4.146081844,8.348491476,7.930121619,10.63780114
Lifr,leukemia inhibitory factor receptor,2.796248886,3.90E-09,2.87E-07,14.22832868,21.48781695,17.72581598,26.75420716,19.50718359,6.305342177,4.633856178,9.169654572,6.586033209,8.979961999
Lig3,"ligase III, DNA, ATP-dependent",1.496802551,0.002997296,0.018925182,24.5406036,25.38326915,33.11048645,23.23391675,27.65095926,17.15639616,21.21818355,13.41233057,17.20433165,20.44668271
Limch1,LIM and calponin homology domains 1,1.311168207,0.009519702,0.046377483,109.6495054,108.4443627,94.64916835,103.4965382,103.407012,72.14484537,78.53166786,67.47223439,100.0001777,78.05659276
Limd2,LIM domain containing 2,-2.043982457,9.15E-06,0.000182171,100.3815115,50.2638993,36.90091251,61.83976832,59.75258662,108.6571757,140.4790083,113.0467862,173.7906314,95.60205697
Limk1,"LIM-domain containing, protein kinase",1.970897936,1.94E-07,7.67E-06,106.5166624,168.5097224,89.52094486,170.3820562,121.7778548,74.63765507,64.99593008,64.32444252,58.19902816,71.01077642
Lin54,lin-54 homolog (C. elegans),1.443255649,0.006087363,0.03253669,18.01384732,24.25233141,22.63107323,27.22357922,27.272179,17.88957548,13.53573778,16.83384347,17.06992281,17.54546421
Lin7a,lin-7 homolog A (C. elegans),3.710960273,6.53E-07,2.10E-05,7.57103728,8.042223888,20.62437708,12.79038851,6.34456942,1.759630375,2.438871673,2.73721032,2.956994502,4.973517415
Lingo1,leucine rich repeat and Ig domain containing 1,1.841397848,0.000221209,0.002335616,452.9568855,519.9800382,184.8390119,557.966031,457.6612538,225.6725956,171.5746222,256.3397465,245.8337702,280.8655807
Lingo4,leucine rich repeat and Ig domain containing 4,10.96518965,4.29E-05,0.000622596,0.391605377,0.879618238,21.62772516,1.408116167,2.840851979,0.439907594,0.731661502,0.410581548,0.403226523,0.414459785
Lix1,limb expression 1 homolog (chicken),-2.160941901,2.50E-07,9.38E-06,80.54017244,49.7612603,30.32340847,56.08996064,54.82844319,106.3110018,143.0398236,135.6287714,96.10232132,105.4109385
Lix1l,Lix1-like,-1.578344359,0.00030372,0.003038614,46.07889931,33.29983328,51.39371803,28.63169539,44.506681,66.13277493,67.19091458,72.26235245,60.88720498,55.53761113
Lman1l,"lectin, mannose-binding 1 like",4.742143929,0.007023238,0.036482588,0.522140502,0.753958489,0.222966239,0.469372056,0.284085198,0,0,0.273721032,0.134408841,0
Lmbrd2,LMBR1 domain containing 2,2.171963107,2.00E-06,5.27E-05,34.59180826,54.78765023,43.1439672,72.63532559,52.36637148,15.83667337,18.53542471,23.67686927,24.86563559,35.64354147
Lmcd1,LIM and cysteine-rich domains 1,-1.675383627,0.000777475,0.006504721,11.35655592,10.4297591,15.16170423,9.856813166,14.67773522,19.50256999,28.04702424,18.74989069,20.16132615,16.71654464
Lmo1,LIM domain only 1,-3.916829871,8.58E-12,1.53E-09,21.66883084,7.665244643,6.911953401,6.453865763,11.55279805,41.79122141,41.46081844,53.51246176,36.55920475,38.95921975
Lmo2,LIM domain only 2,-2.9548945,1.29E-13,3.83E-11,17.49170682,9.29882137,12.82055873,9.387441111,9.942981926,34.16615645,31.58338816,37.22606035,36.82802244,34.1238556
Lmtk2,lemur tyrosine kinase 2,2.115641897,1.64E-08,9.69E-07,334.9531321,495.0994081,311.2608693,583.8988371,438.7222406,177.8693037,170.9649043,217.8819415,211.0218804,245.0838859
Lnpep,leucyl/cystinyl aminopeptidase,2.44259985,1.32E-06,3.86E-05,14.61993406,23.37271317,30.65785783,29.33575347,26.60931354,4.838983531,10.48714819,10.40139922,12.23120453,12.98640658
LOC100363521,NA,-1.667570926,9.29E-05,0.001146246,22.84364697,14.95351004,17.16840038,15.48927783,16.57163654,31.23343916,32.43699325,27.3721032,27.15058588,26.80173274
LOC100365008,NA,1.943626712,0.003546944,0.021497085,5.613010397,6.534306909,4.570807894,4.459034527,5.587008892,1.466358646,2.926646007,3.147791868,2.419359138,3.730138061
LOC100365504,NA,-1.465305955,0.002821223,0.018072672,14.35886381,22.11611569,19.06361341,18.77488222,16.66633161,28.74062946,28.16896782,24.7717534,25.80649747,25.8346599
LOC100910558,NA,-1.680757178,0.000580652,0.005133175,21.01615521,13.31993331,21.73920828,12.90773153,16.38224641,26.1011839,38.29028526,30.51989507,24.46240906,24.0386675
LOC100910973,NA,-1.999522204,0.000329699,0.003223388,13.44511793,8.670522629,9.921997624,10.20884221,15.52999082,36.51233028,27.07147557,22.58198514,17.87637585,11.74302723
LOC100911177,NA,-1.560678794,0.000951032,0.007615354,21.40776058,19.60292073,19.28657965,18.07082414,20.54882931,39.88495517,35.24169567,31.34105817,23.79036486,24.17682077
LOC100911483,NA,-1.603141122,9.73E-06,0.000190332,115.2625158,104.297591,113.7127818,103.1445092,100.471465,199.4247758,181.3301089,190.0992567,144.3550952,145.4753844
LOC100911576,NA,-1.55811054,0.001406606,0.010346451,57.95759573,64.0864716,75.25110558,74.16078477,41.76052409,131.0924629,106.2128613,99.2238741,79.83885156,71.56338947
LOC100912292,NA,-1.851460327,3.05E-06,7.53E-05,65.92023839,41.21639742,52.17409987,38.0191365,40.9082685,95.45994784,104.3837076,100.5924793,68.14528239,72.25415578
LOC102723236,NA,-1.731033032,0.008729181,0.043325408,22.97418209,59.18574142,34.22531765,38.0191365,23.48437636,58.21443824,102.3106667,75.82072587,40.3226523,31.08448384
LOC301124,NA,-1.538093917,9.55E-05,0.001173328,92.02726349,68.10758355,72.12957823,72.16595354,69.03270309,129.3328326,116.9438967,134.3970267,97.04318321,96.5691298
LOC310926,NA,-1.986788942,3.14E-05,0.000486729,19.9718742,18.59764274,19.50954589,8.683383027,18.654928,45.16384629,32.43699325,38.73152603,28.09144777,25.42020012
LOC498276,NA,-2.10510621,1.02E-05,0.000198353,20.88562008,11.56069684,9.699031385,13.14241755,10.79523752,28.44735773,39.38777751,25.59291649,24.5968179,20.72298923
LOC498316,NA,-3.156749638,0.002307456,0.015360373,0.783210753,0.502638993,0.557415597,0.234686028,0.094695066,0.879815187,1.829153755,1.642326192,1.478497251,0.967072831
LOC499240,NA,-7.902030495,0.009044348,0.044478193,0,0,0.445932477,0,0.284085198,3.51926075,0,0,0.940861887,2.072298923
LOC500028,NA,20.47962681,0.003486971,0.021213437,0,0,0,0.821401097,0.662865462,0,0,0,0,0
LOC606294,NA,-1.430121338,0.001005738,0.007958791,199.1966015,164.6142702,128.3170704,173.5503175,168.8413026,249.5742415,220.1081685,245.5277657,232.1240684,246.0509588
LOC680039,NA,1.358756334,0.002602761,0.016951516,177.5277707,173.7874318,194.2035939,176.1318638,163.0649036,115.4024254,118.6511069,125.6379537,143.1454157,148.2384496
LOC685909,NA,-1.430413928,0.004506437,0.025849152,41.24909966,37.57226472,55.85304281,31.68261375,34.09022375,63.20005763,59.50846881,60.21862704,57.93021047,45.86688283
LOC688459,NA,-9.058592137,7.69E-05,0.000990846,0.391605377,0.125659748,0,0,0.094695066,1.026451052,1.097492253,0.273721032,2.822585661,0.690766308
LOC688869,NA,-1.705976541,5.34E-06,0.000117039,118.1342886,95.50140866,89.1864955,104.0832533,89.2974472,197.5185096,173.7696067,202.2798427,146.3712279,126.4102343
LOC688925,NA,-4.103645289,0.009525567,0.046392887,0,0.125659748,0,0.352029042,0.094695066,0.879815187,0.365830751,0.821163096,0.268817682,0.276306523
LOC689574,NA,-1.406466025,0.004706226,0.026798169,24.27953335,21.86479619,21.18179268,21.82580058,23.76846156,31.67334675,36.82696226,33.94140797,30.64521575,25.69650664
LOC689986,NA,2.150569613,1.66E-07,6.66E-06,71.40271366,136.2151671,89.52094486,156.4182375,127.8383391,44.7239387,50.60658721,46.25885441,60.08075193,68.66217098
LOC690871,NA,-1.780974098,2.23E-05,0.000369721,16.96956632,13.06861382,12.93204185,12.20367344,13.25730924,25.36800457,26.70564482,27.91954527,22.98391181,18.78884357
LOC690911,NA,1.771359158,2.94E-08,1.59E-06,116.8289373,136.7178061,148.7184812,128.0212281,137.9707111,65.25295974,80.72665237,66.65107129,83.60229911,80.95781125
LOC690918,NA,-3.932139262,0.000190209,0.002062857,5.221405021,5.02638993,0.557415597,2.816232333,3.219632243,24.63482525,2.438871673,19.16047224,13.30647526,6.769509815
LOC691153,NA,4.492611274,2.72E-13,7.53E-11,34.33073801,63.20685337,20.51289396,61.95711133,38.73028198,9.384695333,14.1454557,9.717096636,6.048397845,9.256268522
LOC691162,NA,-11.7995673,0.007330026,0.037609651,0,0,0,0,0,0.586543458,0,0.136860516,0,0.138153262
LOC691807,NA,-1.308692847,0.0077005,0.039051834,48.68960182,57.80348419,51.95113363,52.56967022,53.6921024,73.31793229,74.01975527,68.56711852,70.02700617,60.51112855
LOC691931,NA,-2.828099486,0.003539169,0.021462541,1.827491757,1.130937734,0.222966239,0.352029042,0.852255594,2.932717292,2.073040922,3.4215129,1.209679569,2.76306523
LOC691995,NA,-1.91569662,0.00043809,0.004078701,60.56829824,36.31566724,18.28323158,36.84570636,34.09022375,73.46456815,69.02006834,75.13642329,39.78501694,98.91773525
Lonrf3,LON peptidase N-terminal domain and ring finger 3,-1.73571441,0.001533525,0.011118053,11.48709105,7.665244643,7.803818356,5.515121652,12.40505364,13.19722781,17.80376321,15.32837779,17.87637585,13.81532615
Lpcat2,lysophosphatidylcholine acyltransferase 2,-1.66688886,0.004460319,0.025651299,8.615318284,8.54486288,4.905257252,9.387441111,9.185421399,15.10349405,18.29153755,11.49628334,13.57529294,9.256268522
Lpcat4,lysophosphatidylcholine acyltransferase 4,1.577907451,4.71E-05,0.000667374,117.8732183,153.9331916,146.8232682,179.5348112,117.2324917,94.58013265,95.11599524,85.5378225,95.02705059,83.03011017
Lpgat1,lysophosphatidylglycerol acyltransferase 1,3.044056686,1.11E-13,3.33E-11,99.59830077,154.8128098,154.8500528,185.5193049,129.6375453,34.31279231,37.19279301,51.3226935,42.74201144,72.39230904
Lphn1,NA,2.286094676,2.64E-09,2.03E-07,669.2535885,718.8994197,452.955914,771.8823453,643.9264486,195.7588792,250.9598951,259.7612594,373.656578,344.416081
Lphn2,NA,2.4543793,1.35E-08,8.41E-07,54.56368247,58.68310243,59.64346886,41.07005486,62.3093534,13.78377127,22.07178864,17.65500656,36.29038707,22.65713489
Lphn3,NA,1.510214323,0.000394234,0.00375594,90.46084198,121.8899558,103.679301,129.5466873,113.1606038,57.04135132,64.63009933,73.35723658,82.9302549,92.01007217
Lpin1,lipin 1,2.595528137,1.61E-10,1.82E-08,27.28184123,39.70848044,48.16070757,35.43759019,35.98412507,12.31741262,12.80407628,10.81198076,19.75809963,16.1639316
Lpl,lipoprotein lipase,-3.25877143,8.86E-07,2.71E-05,50.1254882,12.56597482,19.84399525,14.08116167,35.6053448,100.5922031,41.33887485,120.8478356,67.33882935,100.9900342
Lppr1,lipid phosphate phosphatase-related protein type 1,-1.81576302,0.000961842,0.00767685,11.48709105,6.157327664,5.128223491,6.453865763,8.333165805,14.66358646,17.19404529,11.63314386,13.57529294,11.05226092
Lppr2,lipid phosphate phosphatase-related protein type 2,-1.891175906,8.64E-05,0.001082694,558.1681967,259.2360606,183.2782482,300.7501446,303.1189062,484.7781683,653.7395519,622.3047663,675.2700172,598.0654691
Lppr4,lipid phosphate phosphatase-related protein type 4,-1.872793974,0.000139193,0.001589926,363.2792543,191.6311161,121.2936339,254.2823111,249.5214988,353.6857054,368.8793405,413.5924794,569.0870328,504.5357111
Lrba,LPS-responsive beige-like anchor,1.627016799,0.000626827,0.005448792,31.45896525,41.09073768,64.32575988,42.94754308,40.3400981,21.99537969,27.92508065,24.90861391,25.67208863,34.8146219
Lrg1,leucine-rich alpha-2-glycoprotein 1,2.809830332,0.000307851,0.003067428,3.393913263,5.654688671,14.15835616,5.867150694,14.86712536,3.959168344,3.658307509,2.73721032,3.629038707,1.657839138
Lrig2,leucine-rich repeats and immunoglobulin-like domains 2,1.723382526,0.000876688,0.00715011,20.88562008,34.55643077,44.92769711,30.27449758,27.46156913,13.05059195,15.36489154,16.14954089,22.84950297,24.31497403
Lrp6,low density lipoprotein receptor-related protein 6,1.894478913,1.12E-05,0.000213221,23.49632259,32.92285404,43.58989967,36.72836334,35.98412507,14.95685819,13.77962495,20.66593792,20.56455267,21.27560227
Lrrc10b,leucine rich repeat containing 10B,-5.246723913,3.27E-05,0.000501384,42.55445092,5.403369174,3.455976701,3.050918361,10.70054245,57.92116651,47.6799412,43.11106254,147.3120897,45.72872956
Lrrc23,leucine rich repeat containing 23,-1.662989767,0.002525192,0.016534134,25.45434948,13.31993331,28.98561104,14.43319071,16.28755135,35.33924336,41.46081844,23.54000875,36.02156939,27.35434578
Lrrc3,leucine rich repeat containing 3,2.574778404,0.010285057,0.049157532,1.566421506,1.633576727,0.891864955,0.821401097,1.136340792,0.586543458,0.731661502,0.136860516,0.268817682,0.552613046
Lrrc42,leucine rich repeat containing 42,-1.442515042,0.002636964,0.017141765,22.84364697,16.83840626,24.08035378,21.00439948,22.06395037,35.63251509,31.70533175,29.56187146,28.76349198,28.59772514
Lrrc4c,leucine rich repeat containing 4C,1.659877093,0.000595008,0.005224434,98.29294951,120.8846778,58.64012079,149.4949997,111.6454828,52.93554711,56.58182281,68.97770007,64.65065252,81.5104243
Lrrc51,leucine rich repeat containing 51,-2.520166465,0.003937044,0.023251177,0.652675628,1.130937734,0.780381836,0.469372056,0.852255594,3.225989021,2.073040922,2.189768256,1.209679569,1.243379354
Lrrc55,leucine rich repeat containing 55,2.554494542,0.000300742,0.00301409,7.179431903,13.31993331,3.344493581,13.14241755,9.942981926,4.838983531,3.292476758,2.189768256,4.838718276,3.177525015
Lrrc8a,leucine rich repeat containing 8A,1.595396305,8.84E-06,0.000177175,111.6075323,118.7484621,128.7630029,105.9607415,118.4635275,60.70724794,66.45925308,76.23130742,72.84959183,89.52331347
Lrrc8b,"leucine rich repeat containing 8 family, member B",2.413853743,6.31E-07,2.04E-05,42.81552117,57.0495257,26.31001617,66.88551791,58.52155077,14.81022232,17.31598888,17.1075645,31.4516688,23.48605446
Lrrc8c,"leucine rich repeat containing 8 family, member C",2.095127076,4.05E-05,0.000594904,15.01153943,21.73913645,9.587548266,23.82063182,18.0867576,7.771700823,8.657994438,6.979886316,10.4838896,8.15104243
Lrrk2,leucine-rich repeat kinase 2,1.972893821,7.78E-06,0.000160026,51.30030433,57.80348419,29.76599287,72.28329655,52.93454187,20.67565691,29.38840366,23.26628772,28.76349198,31.63709689
Lrrn1,"leucine rich repeat protein 1, neuronal",-1.513119485,0.002548774,0.01665377,69.0530814,57.0495257,50.83630243,46.35049048,56.24886918,58.3610741,93.65267223,60.62920859,113.7098795,96.43097654
Lrrn2,"leucine rich repeat protein 2, neuronal",-1.683959837,0.000420518,0.003947214,291.3544002,170.8972576,120.6247352,163.6935044,174.3336164,284.3269414,244.3749416,314.5054658,392.6082246,314.7131297
LRRTM1,NA,-1.74251107,0.001530547,0.011101157,99.72883589,70.99775776,24.1918369,74.74749984,70.54782414,119.9481372,95.3598824,131.2492348,125.4034487,120.7459506
Lrrtm3,leucine rich repeat transmembrane neuronal 3,2.184672546,4.60E-09,3.25E-07,57.95759573,73.00831373,55.07266097,88.12460342,76.5136133,27.42090668,37.19279301,26.27721907,27.82263009,41.72228498
Lsm11,U7 snRNP-specific Sm-like protein LSM11,2.003099259,0.003929311,0.023221484,13.96725843,6.659966657,12.26314313,8.448696999,5.965789156,4.838983531,2.073040922,5.885002188,3.897856389,6.907663076
Lsm12,LSM12 homolog (S. cerevisiae),-1.346708978,0.005084851,0.028370724,118.525894,89.46974075,81.1597109,101.736393,90.52848306,138.1309844,133.8940548,134.5338872,120.6991392,120.8841038
Lsm3,"LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae)",-1.77832159,3.52E-05,0.00053044,19.05812833,10.9323981,14.15835616,11.96898742,13.9201747,25.51464044,24.26677314,28.05640578,25.53767979,21.13744901
