Gene_symbol,NAME,Foldchange,PValue,FDR,MIB1,MIB2,MIB3,MIB4,MIB5,M1,M2,M3,M4,M5
Rpl29,ribosomal protein L29,1.369041035,0.002806893,0.011583833,411.4773809,385.0690772,424.7126081,345.0104581,420.8657227,260.378278,256.5622459,390.4893416,266.7311606,277.3610655
Rpl3,ribosomal protein L3,1.306743467,0.005849015,0.021571621,651.1100047,624.9752592,743.8800685,620.6625513,687.6793348,467.7165363,471.6358954,614.7113358,498.7511512,494.2159822
Rpl31,ribosomal protein L31,1.410807363,0.007384134,0.02629009,342.5718247,323.9388627,359.6131073,282.7200956,331.7620262,192.3435743,187.2292931,340.1312872,227.8570989,215.3711147
Rpl32,ribosomal protein L32,1.489272992,0.00136859,0.006321268,394.9355766,395.3808842,437.3726952,386.6139844,416.8306297,231.9765823,217.7014291,408.1943024,250.753003,255.2689022
Rpl34,ribosomal protein L34,1.456304361,0.00068446,0.003467225,195.0368137,189.6005162,201.9617062,190.9509914,208.6640535,112.6659396,114.4600132,188.8120726,130.641335,130.6844886
Rpl35,ribosomal protein L35,1.450354607,0.004122208,0.016004085,473.6209158,457.9353814,506.7366465,427.6428763,498.9696452,274.1381056,263.1316948,488.2648342,310.196647,294.8919115
Rpl35a,ribosomal protein L35a,1.510995435,0.000344903,0.001930646,231.752913,233.9241946,249.8035092,223.5902219,230.3319499,132.776457,128.963335,217.360556,149.1906905,145.6873756
Rpl36,ribosomal protein L36,1.474391711,8.40E-05,0.000571477,225.9409277,224.2960434,242.6738812,233.3015423,237.8493833,137.0102501,136.7961394,213.2559458,146.4358357,156.0739897
Rpl36a,ribosomal protein L36a,1.564725676,9.95E-05,0.000662464,132.3344341,129.0969861,142.9257208,129.5225804,133.8766457,73.26814235,71.91019813,124.2410394,77.80934247,79.57575249
Rpl36al,ribosomal protein L36a-like,1.332519285,0.000208206,0.001251566,78.01472548,82.43748406,92.81842847,86.36754139,82.47066696,59.86113075,58.01328704,74.92445322,59.566082,64.40799857
Rpl37,ribosomal protein L37,1.561116546,0.001219374,0.005707254,368.2227982,363.2490659,373.9389954,326.0475249,378.3590585,188.9918214,179.9018309,363.0435894,214.695015,212.7332444
Rpl37a,ribosomal protein L37a,1.612715613,0.000145808,0.00092166,177.8243958,171.0278695,179.1735493,174.6888395,189.7599193,93.14344902,87.32313589,168.1664956,102.1745024,102.6571172
Rpl38,ribosomal protein L38,1.455589093,9.03E-05,0.000609697,163.5738549,162.824001,176.2417396,150.8989778,165.6599121,96.61280729,92.42709233,148.7461753,113.6836735,111.3950624
Rpl39,ribosomal protein L39,1.399240934,0.001350739,0.006252222,112.160139,98.38945057,114.6071048,103.261791,107.6761791,64.0361212,64.27953059,106.3522901,71.13647203,77.37752729
Rpl3l,ribosomal protein L3-like,2.471029547,0.003320952,0.013367904,0.72649816,0.797598325,1.066112603,0.574634341,1.381881149,0.117605365,0.606410666,0.490102719,0.428532964,0.164866891
Rpl41,ribosomal protein L41,1.770611018,2.32E-06,2.47E-05,742.9281953,695.733625,760.4048138,638.5336793,654.2930863,330.7650889,340.8533285,562.1478191,373.5583067,364.8504287
Rpl5,ribosomal protein L5,1.279670485,0.015864177,0.04984557,471.7208437,484.597954,547.3155574,443.3303938,492.1155147,329.8830486,355.1039791,468.7219882,357.886244,394.4165578
Rpl6,ribosomal protein L6,1.268366351,0.012816583,0.041633888,363.9755781,377.1500653,415.9838111,383.913203,393.8361274,271.2567742,282.2336308,382.1575954,292.8104524,297.0351811
Rpl7,ribosomal protein L7,1.289241202,0.005249057,0.019650199,427.2368025,415.1499284,472.2212509,394.773792,423.187283,294.6014391,319.4268183,376.3376256,324.2770158,339.4609276
Rpl9,ribosomal protein L9,1.614332441,0.000420258,0.002279738,570.8040158,532.9665953,614.3473873,470.4531346,577.6263202,274.5497244,266.365885,523.3071786,332.4191421,316.9291192
Rplp0,"ribosomal protein, large, P0",1.39272057,0.002249353,0.009610976,737.2838634,655.4549095,700.569244,614.1117198,708.849754,438.1975897,441.4669648,638.9714204,457.0610157,477.2896481
Rplp1,"ribosomal protein, large, P1",1.49713483,0.003417676,0.013682619,939.8091966,848.416733,911.5262753,715.6496078,891.8108181,481.7703774,471.534827,841.8739462,539.5842207,542.2472029
Rpn1,ribophorin I,-1.419080999,0.000523945,0.002765166,227.2262706,227.0306662,265.0622458,191.4681623,240.5025951,365.8114876,365.4129604,254.6083627,306.6459453,341.1645521
Rpp14,ribonuclease P/MRP 14 subunit,1.407339508,2.89E-06,3.00E-05,47.83710961,50.19172319,54.10521458,45.0513323,48.08946398,33.69393705,34.56540796,34.00087616,36.18042596,35.77611524
Rpp21,ribonuclease P/MRP 21 subunit,1.674093666,1.74E-06,1.92E-05,14.3064253,16.06590913,15.79179293,13.67629731,15.42179362,9.290823829,7.731735991,9.005637468,9.488944204,9.45236839
Rpp25l,ribonuclease P/MRP 25 subunit-like,1.418815546,0.001118652,0.005295016,14.13877188,15.38225342,14.45915217,13.44644357,14.70321542,10.29046943,11.6228711,8.515534749,9.672601188,10.66139225
Rps10,ribosomal protein S10,1.575851235,5.30E-05,0.000383451,301.1614295,301.1503391,322.5656943,294.1553189,299.9787598,157.9440051,159.6376078,276.295408,186.2281824,183.8815386
Rps12,ribosomal protein S12,1.504371177,0.000229477,0.001361322,291.2139932,287.8190528,309.4391829,283.696974,303.184724,170.0573577,168.9864389,267.5348219,187.8810952,186.2995863
Rps13,ribosomal protein S13,1.387054741,0.000240598,0.001419935,164.9709668,176.7819717,188.8351947,175.3784007,175.7752821,110.4314377,112.135439,160.6924291,123.0501797,129.4205091
Rps14,ribosomal protein S14,1.771371221,5.53E-07,6.97E-06,376.3819313,357.8937629,412.185785,324.0363047,322.3652344,165.5295511,168.4305625,280.7063325,205.8182607,191.6852381
Rps15,ribosomal protein S15,1.520371336,0.000482034,0.002570846,381.0203427,369.2310533,401.8578192,330.702063,385.5448405,207.5146664,204.3098602,359.7966588,224.7349301,232.5722269
Rps15a,ribosomal protein S15a,1.418568611,0.000616341,0.003171867,305.2409961,293.5161837,350.351254,281.3409732,324.1340422,187.9333732,194.1524815,294.2454201,204.5326618,215.0413809
Rps16,ribosomal protein S16,1.445079545,0.003097491,0.012592403,528.3318157,517.3564566,534.255678,519.9866148,518.702908,298.7764296,303.4074699,508.1139943,347.1117009,354.7385928
Rps17,ribosomal protein S17,1.808774609,1.38E-08,2.60E-07,324.0181793,314.4816254,367.6089518,315.5891799,302.0792191,152.592961,155.8475411,234.0853113,178.208494,177.0120848
Rps18,ribosomal protein S18,1.481272695,0.001242556,0.005804678,288.8668453,295.4532082,331.6942835,280.8238022,303.5716507,170.7041872,170.1992602,300.0653899,183.1060136,188.8825009
Rps19,ribosomal protein S19,1.482144075,0.002468354,0.0103968,366.7698018,351.4560049,370.6740255,329.2080137,359.7313006,195.9893407,197.8414798,364.6364232,216.0418329,225.0433056
Rps20,ribosomal protein S20,1.498548514,8.45E-05,0.000574833,238.6825878,228.1700924,257.1330334,220.3148062,241.6081,134.070116,137.3520158,215.7064594,152.0067642,152.2820512
Rps21,ribosomal protein S21,1.431591426,0.00253038,0.010626605,270.5926223,255.5163207,281.4537271,255.8846719,284.2253147,162.8834304,150.7941189,276.5404594,180.0450639,171.186788
Rps23,ribosomal protein S23,1.420657596,0.004431475,0.017001018,456.1290755,451.6685374,492.4773904,413.4494081,482.2765209,279.8419658,264.6477215,462.5344414,310.441523,298.7388056
Rps24,ribosomal protein S24,1.430996207,0.000701385,0.003538458,247.8476415,233.0126536,255.9336567,243.1852529,245.643193,150.9464859,144.2752043,229.7356497,175.0251063,156.5685904
Rps25,ribosomal protein s25,1.471200612,0.000976818,0.004719958,262.1540668,259.9600828,295.9795113,268.7564811,274.5521466,156.4151354,152.5628167,266.2483023,176.3107052,173.8796139
Rps26,ribosomal protein S26,1.392037272,0.002021905,0.008767888,246.0034539,233.639338,266.6614147,259.217551,247.6883771,158.2380185,150.6425163,251.055118,169.1480828,171.2417436
Rps27,ribosomal protein S27,1.636777991,2.94E-05,0.000229278,213.4786901,194.2721635,214.9549535,185.0322577,205.7344654,100.7289951,105.313319,180.7253778,116.6221852,115.8464684
Rps27a,ribosomal protein S27a,1.4372589,0.001606951,0.007225808,480.3270527,452.523107,524.7272966,438.9057093,475.0907389,287.1334985,272.1267863,453.896381,320.8487521,316.1047848
Rps28,ribosomal protein S28,1.421782304,0.001453651,0.006660337,110.9865651,102.8332127,110.4092864,102.2849126,117.5151729,66.32942582,63.97632526,110.4569004,68.68771224,73.25585502
Rps29,ribosomal protein S29,1.528774534,0.001966903,0.00856451,382.0821477,380.226516,354.2159122,340.0686028,391.9014938,194.6956816,190.5645518,380.013396,224.4900542,219.4378313
Rps3,ribosomal protein S3,1.347146689,0.002441477,0.010298594,422.8778136,415.2068997,461.5601249,374.5466632,438.7196271,276.0197915,276.1695241,388.2838794,308.4212961,319.5669895
Rps5,ribosomal protein S5,1.360574633,0.001871542,0.008234403,180.6186195,195.9813028,203.2277149,196.2376273,196.4482241,123.6032385,128.8117323,189.4859639,136.5795775,136.3449185
Rps6,ribosomal protein S6,1.393721886,0.000653161,0.003324482,422.9895825,440.5021608,486.8802992,477.8659176,441.0411874,285.7222341,296.7369525,391.8371241,331.6232952,322.314771
Rps6ka1,"ribosomal protein S6 kinase, polypeptide A1",1.406255936,0.001943143,0.008482044,31.6306122,36.80346559,31.71684993,52.8088959,32.7229456,26.46120711,22.3361262,28.91606044,27.18123372,27.20303694
Rps6ka3,ribosomal protein S6 kinase polypeptide 3,-1.746059404,3.41E-07,4.53E-06,11.73573951,12.59065928,11.79387067,12.23971145,10.61284722,22.40382202,18.74819642,24.44387313,20.75323926,16.70651157
Rps6ka5,"ribosomal protein S6 kinase, polypeptide 5",-1.341875274,0.000576694,0.002999297,32.07768799,30.59359291,28.51851212,27.75483865,30.29083478,42.39673406,36.68784529,38.53432631,41.50647852,41.21672263
Rps6ka6,ribosomal protein S6 kinase polypeptide 6,-1.640056196,0.002862024,0.011768916,2.347147901,2.107938431,2.198857243,1.666439588,2.155734592,4.174990455,3.082587552,3.063141996,3.428263712,3.462204701
Rps6kb2,"ribosomal protein S6 kinase, polypeptide 2",4.466976529,1.67E-27,8.95E-25,74.60577258,79.41800468,74.294722,70.68002389,82.5259422,15.05348671,13.79584265,28.36469488,12.18257998,16.04704401
Rps6kc1,"ribosomal protein S6 kinase, polypeptide C1",1.441373285,8.85E-07,1.06E-05,80.80894918,82.26657013,87.75439361,78.43758749,86.33993417,54.27487591,50.58475638,68.36932935,56.26025628,58.91243555
Rps7,ribosomal protein S7,1.346627152,0.011942494,0.039277537,624.3413418,617.6829317,741.214787,536.9957913,657.2779496,415.9113731,400.1805053,638.358792,456.6324827,448.5478535
Rps8,ribosomal protein S8,1.402117972,0.005415887,0.020221824,456.9673426,476.1662003,516.3316599,480.3943087,479.4574834,284.4873778,294.8166521,481.5259218,331.9906091,325.5571532
Rpsa,ribosomal protein SA,1.501738356,0.000627931,0.003218004,684.1377288,671.9196178,702.7681013,668.3572015,658.8809317,389.0973499,395.3797542,618.3871061,423.3905685,428.5440041
Rpusd1,RNA pseudouridylate synthase domain containing 1,1.36240241,0.000221108,0.001319884,35.59840984,46.03281764,47.97506712,44.47669796,44.49657299,34.57597729,30.26999907,33.7558248,29.26267954,32.53373306
Rpusd3,RNA pseudouridylate synthase domain containing 3,1.49964828,0.000734291,0.003680673,14.86527004,14.81254033,13.7928318,11.37775994,15.42179362,11.58412845,9.096159989,8.699323269,7.958469332,9.50732402
Rraga,Ras-related GTP binding A,-1.616034919,4.86E-07,6.23E-06,60.69053859,68.59345598,78.3592763,57.06119002,71.36034252,124.1912654,110.8720834,81.23452573,112.0307606,114.6374445
RragB,Ras-related GTP binding B,-1.578510588,8.82E-07,1.06E-05,40.12505222,48.65349785,48.77465157,48.15435774,48.3658402,96.20118851,66.40196792,58.99611484,76.40130559,71.49727486
Rragd,Ras-related GTP binding D,-1.693952802,0.000171151,0.00106038,21.96259822,22.44669573,20.5226676,12.18224802,18.62775788,35.63442557,43.35836261,19.72663445,30.36462145,33.02833374
Rras2,related RAS viral (r-ras) oncogene homolog 2,-1.273554587,0.012304597,0.040237203,16.93299557,16.63562222,18.59033851,12.75688236,21.44679543,22.16861129,22.13398931,23.03482781,19.16154539,23.46605409
Rreb1,ras responsive element binding protein 1,1.786224073,9.86E-06,8.93E-05,41.18685722,29.05536757,23.32121318,21.14654373,35.15505642,16.17073768,21.17383909,21.19694261,13.71305485,11.6505936
Rrh,retinal pigment epithelium derived rhodopsin homolog,5.313015678,0.000391829,0.002149982,1.341227372,0.911540943,0.399792226,0.402244038,0.386926722,0.117605365,0.252671111,0.06126284,0.12243799,0.05495563
Rrm2b,ribonucleotide reductase M2 B (TP53 inducible),-2.059296777,4.53E-08,7.44E-07,4.023682117,5.526216969,3.798026147,5.056782197,4.974772135,11.46652308,7.630667546,8.147957709,11.38673304,9.672190911
Rrnad1,ribosomal RNA adenine dimethylase domain containing 1,1.33738048,0.011131321,0.037107286,14.47407873,14.12888462,12.92661531,14.71063912,14.48211444,11.70173381,11.6228711,9.434477348,10.10113415,10.00192469
Rrp1,ribosomal RNA processing 1,1.255785653,0.003847607,0.015094998,57.16981674,62.78238247,72.56228902,57.57836093,64.1192853,52.62840081,51.84811194,43.4353535,47.628378,54.51598513
Rrp7a,ribosomal RNA processing 7 homolog A,1.325879942,0.000233951,0.001385943,100.4243995,128.2424165,142.1261363,115.6738928,126.0275608,97.31843948,78.88392079,95.14119039,92.37946325,98.20571112
Rrp9,"ribosomal RNA processing 9, small subunit (SSU) processome component, homolog (yeast)",1.468374593,4.80E-05,0.000350912,22.13025164,26.7195439,29.31809657,21.2614706,26.31101707,18.17002888,17.13110131,15.37697282,16.95766158,17.91553544
Rsbn1,round spermatid basic protein 1,-1.24675163,0.012333895,0.040309977,23.24794112,21.13635562,19.12339481,24.82420351,23.54725477,29.5189466,28.14756174,24.26008461,30.73193542,26.92825879
Rspo1,R-spondin 1,1.779249699,0.001529287,0.006923156,14.5299632,14.92648295,16.79127349,10.8031256,18.24083116,13.7598277,7.226393769,8.025432029,5.264833558,8.023522006
Rspo2,R-spondin 2,-2.909964494,5.02E-05,0.000365772,9.779782923,9.969979067,13.52630365,5.459026236,12.76858181,42.9259582,29.36038308,9.066900308,31.22168738,37.31487289
Rspo3,R-spondin 3,-1.480070961,0.014869644,0.047194487,4.694295803,6.893528384,5.730355239,2.815708269,6.467203776,7.938362133,8.540283545,7.90290635,8.019688327,6.979365032
Rspry1,ring finger and SPRY domain containing 1,-1.474407974,0.000538306,0.002829256,13.07696688,13.10340106,9.261853236,13.1591264,10.33647099,18.1112262,15.56454043,21.19694261,15.24352972,16.92633409
Rsu1,Ras suppressor protein 1,-1.57109577,3.76E-06,3.79E-05,11.62397056,12.76157321,11.8605027,13.84868761,13.5977105,16.93517255,20.11262042,22.54472509,20.93689624,19.61915997
RT1-CE4,"RT1 class I, locus CE4",1.597313759,0.00558399,0.020732254,9.500360553,6.152901367,4.664242637,7.35531956,6.246102792,3.3517529,5.356627549,4.839764354,4.224110646,3.462204701
RT1-T24-1,"RT1 class I, locus T24, gene 1",4.128725493,0.009166444,0.031492797,0.335306843,0.284856545,0,0.344780604,0.773853443,0.117605365,0,0,0,0.274778151
RT1-T24-2,"RT1 class I, locus T24, gene 2",2.464008463,6.17E-08,9.83E-07,8.829746867,7.007471002,5.330563013,8.619515109,5.251148365,2.528515346,2.678313775,3.308193356,2.509978789,3.18742655
Rtbdn,retbindin,6.826372479,2.52E-07,3.45E-06,10.6739345,13.61614284,12.06039882,15.91737123,13.43188477,0.588026825,1.010684443,6.616386711,0.918284923,0.494600672
Rtdr1,rhabdoid tumor deletion region gene 1,2.640524738,2.07E-05,0.000170541,4.35898896,2.791594139,2.265489281,3.735123214,3.150689019,0.882040237,1.313889776,1.531570998,1.224379897,1.209023864
Rtel1,regulator of telomere elongation helicase 1,2.461453476,6.01E-22,1.56E-19,70.63797494,67.79585766,55.77101553,74.64500084,62.29520218,23.40346762,29.71412263,33.57203628,24.54881694,23.30118719
Rtfdc1,replication termination factor 2 domain containing 1,1.23703745,0.002516179,0.010577318,59.74050254,61.58598498,67.09846193,74.01290307,65.22479022,51.92276862,51.59544083,55.56539581,50.81176574,54.95563018
Rtkn,rhotekin,1.239368594,0.003729625,0.014721289,113.1101751,139.408793,123.3359017,120.730675,120.7764124,93.43746244,94.70113233,90.79152876,107.561774,111.6148849
Rtn1,reticulon 1,-1.69161411,4.45E-07,5.76E-06,506.313333,668.3873967,705.0335905,523.4918843,700.7795681,1104.843601,948.9316237,1110.143922,1032.519567,1054.323765
Rtn2,reticulon 2,1.408768431,0.006892694,0.024813119,143.4554444,164.5901116,171.4442329,155.95576,153.3335323,100.7877977,87.42420434,164.6132509,102.6030354,104.5256086
Rtn3,reticulon 3,-1.320681961,0.013855903,0.044371974,808.2571452,964.6382032,1054.052204,795.638708,992.24594,1389.566189,1154.454305,1042.203433,1234.970783,1273.486818
Rtn4,reticulon 4,-1.38400681,0.004445499,0.017047204,427.2368025,456.6820126,524.5940325,433.2168294,509.1955657,743.3835117,602.4689966,468.415674,677.6942731,761.6850342
Rufy1,RUN and FYVE domain containing 1,1.281729592,0.001671217,0.007462019,45.04288592,42.67151041,45.1098895,49.9357242,40.68258102,30.98901366,40.98325417,35.77749851,31.22168738,35.22655894
Rufy2,RUN and FYVE domain containing 2,1.415464173,0.00062709,0.003215616,19.67133479,21.30726955,17.79075406,19.70995788,19.95436379,15.70031622,13.08836354,13.9679275,12.18257998,14.61819763
Rufy3,RUN and FYVE domain containing 3,-1.435336927,1.70E-06,1.89E-05,68.62613388,81.4120005,86.35512082,77.80548972,75.17433449,127.1313995,98.59226744,99.91969191,120.4789819,112.7139975
Rundc3b,RUN domain containing 3B,-1.505426151,2.50E-05,0.000200384,19.72721927,27.51714223,32.38317031,22.92791019,27.25069625,47.98298889,37.14265329,30.57015712,38.56796676,40.99690011
Rwdd4,RWD domain containing 4,-1.382121283,7.33E-05,0.000508818,27.04808534,23.18732274,20.58929964,24.47942291,22.05482313,30.63619756,32.69564174,33.93961332,35.01726506,30.06072971
Rxrb,retinoid X receptor beta,1.537128637,3.15E-10,8.64E-09,90.64461657,107.7897165,103.4129225,106.0200358,103.1988842,66.27062314,67.66532347,69.96216319,58.83145406,69.68373906
Rybp,RING1 and YY1 binding protein,-1.847454127,3.23E-15,2.48E-13,38.22498011,43.18425219,42.57787207,34.19074327,40.62730577,75.03222282,75.59919635,64.50977044,78.54397041,73.53063318
S100a10,S100 calcium binding protein A10,1.491729781,0.006438182,0.023417524,16.48591978,17.8320197,19.85634722,28.44439986,15.58761936,9.526034559,15.31186931,9.189425988,14.69255877,17.03624535
S100a13,S100 calcium binding protein A13,1.448830411,0.000429881,0.002325934,67.00548414,53.55303042,59.30251352,46.48791815,59.25506366,36.10484703,30.67427285,52.93109369,36.54773993,40.94194448
S100a16,S100 calcium binding protein A16,1.365247607,0.000977206,0.004720505,156.0853354,138.3263381,140.3937034,154.231857,143.0523365,94.14309462,90.45625767,142.8036799,102.4193784,106.5040113
S100pbp,S100P binding protein,-1.452430455,6.12E-05,0.00043388,17.82714716,14.58465509,14.65904829,14.88302942,15.47706887,24.87353468,22.94253686,19.97168581,23.01834207,21.70747392
S1pr1,sphingosine-1-phosphate receptor 1,-1.736282976,7.04E-07,8.66E-06,106.9069985,98.04762271,98.81531186,87.97651754,120.0578342,172.1154516,130.1256221,252.2803748,174.6577923,159.6461057
S1pr5,sphingosine-1-phosphate receptor 5,1.824502043,3.74E-07,4.95E-06,93.1594179,118.4433513,95.75023813,128.2583848,94.52067057,52.74600617,53.86948082,39.20821755,69.91209213,74.79461267
Samd12,sterile alpha motif domain containing 12,-1.548375154,0.001063382,0.005078202,4.750180277,4.500733407,4.530978561,5.171709065,5.140597873,7.585546038,7.327462213,5.758706952,7.468717373,9.177590239
Samd5,sterile alpha motif domain containing 5,-1.754973691,2.53E-05,0.000202048,5.81198528,7.235356237,6.596571729,5.459026236,7.019956235,11.52532576,8.287612434,11.14983687,12.73355093,12.7497062
Samd8,sterile alpha motif domain containing 8,-1.977694019,1.30E-15,1.09E-13,23.86267033,23.35823667,18.72360258,16.31961527,22.16537363,42.69074747,38.50707729,39.02442903,43.03695339,43.46990347
Samhd1,"SAM domain and HD domain, 1",-1.773861888,9.87E-05,0.000658087,5.979638701,4.158905554,3.464865959,3.332879175,3.758716724,8.526388957,7.681201768,5.513655593,7.529936368,7.528921334
Samm50,SAMM50 sorting and assembly machinery component,1.293484212,0.00013793,0.000879841,79.4677218,86.99518878,98.08235944,93.83778782,95.01814779,74.67940673,66.50303636,72.78025382,68.01430329,68.52967083
Sap30bp,SAP30 binding protein,1.225818581,0.006761133,0.024421444,45.7134996,53.78091565,54.77153496,48.15435774,53.67226382,42.86715552,40.32630928,39.39200607,41.87379249,44.40414918
Sars2,"seryl-tRNA synthetase 2, mitochondrial",1.35094237,0.005097443,0.019178559,14.47407873,18.51567541,15.925057,20.45698253,16.14037182,12.70137941,12.43141865,14.09045318,10.7133241,13.35421813
Sat1,spermidine/spermine N1-acetyl transferase 1,1.301128686,0.006852996,0.024701289,102.8274319,87.45095925,120.270828,77.28831881,105.852096,70.15160018,60.18625859,100.3485318,75.42180167,73.36576629
Sat2,spermidine/spermine N1-acetyltransferase family member 2,1.374506512,1.20E-05,0.000106221,46.27234434,40.96237114,47.77517101,47.92450401,46.04427988,32.75309413,35.5760924,32.95940788,31.46656336,33.74275693
Sbno1,strawberry notch homolog 1 (Drosophila),-1.449802552,7.00E-07,8.63E-06,84.21790208,86.99518878,84.5560558,68.43894996,86.50575991,123.4856332,110.8720834,110.3343747,123.7848076,127.0024613
Sbno2,strawberry notch homolog 2 (Drosophila),1.530727331,3.10E-07,4.15E-06,37.6102509,34.86644108,35.51487608,35.28254851,37.64244249,22.75663811,23.24574219,25.54660425,20.56958227,26.0489687
Sbsn,suprabasin,3.796840576,1.26E-12,6.20E-11,9.053284763,9.229352051,7.729316369,12.46956519,10.77867296,1.940488521,2.223505775,4.104610275,2.632416779,2.088313947
Sc5d,sterol-C5-desaturase,-1.698670843,1.96E-12,9.13E-11,54.54324647,55.60399754,49.7075001,45.28118604,55.88327365,101.0230085,76.40774391,89.0149064,94.39969008,82.76317905
Scaf11,SR-related CTD-associated factor 11,-1.223714025,0.003570719,0.014224564,58.17573727,53.83788696,49.1744438,59.58958112,53.00896086,66.09421509,68.32226836,68.00175231,71.80988098,60.94579387
Scaf8,SR-related CTD-associated factor 8,-1.285247575,0.000101642,0.000675044,61.80822807,61.87084153,60.76841835,59.87689829,62.68212891,76.73750062,80.60208435,83.80756501,76.52374358,76.93788225
Scamp1,secretory carrier membrane protein 1,-1.420699842,0.000446877,0.002405767,142.3377549,153.0249359,183.4379997,152.507954,167.649821,258.7906055,229.9812451,170.9233234,225.7756531,249.498561
Scamp4,secretory carrier membrane protein 4,1.289531313,0.000571668,0.002979479,44.59581013,49.16623963,45.24315358,43.15503898,50.24519857,36.04604435,36.33410573,34.18466468,34.83360808,38.7986749
Scamp5,secretory carrier membrane protein 5,-1.830477392,1.09E-08,2.11E-07,54.37559305,71.38505012,67.03182989,46.77523532,59.97364185,135.8341965,106.7788114,85.76797589,99.60330464,120.2429188
Scand1,SCAN domain-containing 1,1.458011433,1.40E-06,1.59E-05,101.7097424,117.1330112,117.6055465,112.0536964,107.9525553,73.4445504,74.94225146,86.44186713,64.83091556,81.93884459
Scarb2,"scavenger receptor class B, member 2",-1.90873608,1.26E-11,4.66E-10,124.4547232,100.8961882,74.02819385,69.76060895,89.71172417,163.7654707,167.9757545,202.0448461,176.6780192,165.6362694
Scd1,stearoyl-Coenzyme A desaturase 1,-1.717280377,2.20E-12,1.01E-10,55.43739805,49.56503879,54.03858255,47.34986966,55.82799841,94.20189731,81.91597412,89.81132332,94.76700405,89.68758845
Scfd1,sec1 family domain containing 1,-1.219931331,0.012637442,0.041153189,32.6924172,32.87244527,33.58254698,30.57054692,30.73303675,42.86715552,40.5789804,31.73415108,41.7513545,38.74371927
Scg2,secretogranin II,-1.77212273,0.003167637,0.012835024,164.9150823,154.6771038,210.6238711,201.4093364,174.9461534,477.1837682,362.7346467,102.3702055,308.1152011,356.1124835
Scg3,secretogranin III,-1.403118429,0.000604228,0.003117941,312.9530535,326.9013708,331.2944913,217.0393904,339.5005606,443.4898311,368.2934111,472.2752329,423.8803204,435.6332804
Schip1,schwannomin interacting protein 1,-1.47106149,0.000270456,0.001569706,115.8485143,123.8556257,142.6591926,73.84051277,126.9672399,189.4622429,171.6647527,130.122272,172.0253756,194.4879752
Sclt1,sodium channel and clathrin linker 1,1.355254604,0.006326492,0.02307973,13.30050477,11.62214703,12.39355901,13.10166297,12.65803132,8.702797005,10.20791288,8.760586108,9.550163199,9.2875015
Scmh1,sex comb on midleg homolog 1 (Drosophila),1.305925753,0.000959522,0.004642621,42.52808459,47.7419569,44.44356912,41.77591656,43.33579282,30.22457879,31.28068352,37.49285803,34.46629411,34.89682516
Scn2a1,NA,-1.373246101,0.002843838,0.011719396,250.6418652,332.7124443,338.6240154,189.6867958,325.2948224,430.2592276,336.658988,371.1302842,413.1669963,422.0592398
Scn2b,"sodium channel, voltage-gated, type II, beta subunit",-1.597520019,0.000190927,0.00116359,34.03364457,47.57104298,47.70853897,34.2482067,42.06446217,85.08748153,63.87525681,39.94337163,65.32066752,74.19010074
Scn3a,"sodium channel, voltage-gated, type III, alpha subunit",-1.341953,0.001905206,0.008348283,28.27754376,39.4241458,32.44980234,23.90478857,32.7229456,46.33651378,37.14265329,41.41367979,43.83280032,41.7113233
Scn8a,"sodium channel, voltage gated, type VIII, alpha subunit",-1.618113014,0.000885467,0.004339624,117.2456261,153.0249359,127.8002482,79.87417334,121.9371926,223.3913907,183.6918976,127.3654442,197.4312584,238.7822131
Scoc,short coiled-coil protein,-1.315259459,0.000808147,0.003999499,141.2759499,126.5332772,163.8481806,131.6487274,141.3940791,196.7537755,168.8348362,156.8328702,207.2875166,197.0708898
Scp2d1,SCP2 sterol-binding domain containing 1,13.67175692,4.98E-09,1.05E-07,0.670613686,0.683655707,0.533056301,0.861951511,0.829128689,0,0.050534222,0.06126284,0,0.10991126
Scrib,scribbled planar cell polarity protein,1.361022741,0.011983364,0.039404403,153.5146496,148.2963172,132.2645948,148.6004405,133.4344437,90.61493368,75.95293591,159.2833838,105.7252041,94.68855079
Scrn1,secernin 1,-1.461333194,1.85E-07,2.61E-06,72.48216257,72.35356237,65.0995008,64.99114392,69.59153465,98.31808508,90.96159989,113.8263566,99.78696163,100.7336701
Scrn2,secernin 2,1.571794457,0.001940096,0.008470895,9.220938184,7.406270164,5.99688339,7.757563598,7.019956235,4.586609232,5.205024883,6.003758312,3.550701702,4.451406044
Scrn3,secernin 3,-1.647423141,0.00040111,0.002188895,5.029602646,5.640159587,3.99792226,4.367220989,5.582799841,9.878850654,7.832804435,6.248809672,8.325783301,8.353255787
Sct,secretin,13.20871949,0.002393082,0.010134294,0.111768948,0,0.066632038,0.114926868,0.165825738,0,0,0,0,0
Scx,scleraxis bHLH transcription factor,1.960048117,0.005072488,0.019097471,2.850108166,3.019479375,2.198857243,5.401562802,2.376835576,1.764080474,1.41495822,2.144199397,1.897788841,0.879290083
Scyl1,"SCY1-like, kinase-like 1",1.356665563,0.000163673,0.001019944,93.38295579,110.3534254,102.613338,112.4559405,105.852096,71.79807529,73.22408791,96.85654991,74.13620278,70.78285167
Sdc2,syndecan 2,-1.719672377,1.47E-08,2.76E-07,37.94555774,22.84549489,24.25406171,24.01971544,27.52707248,42.5731421,52.70719371,51.52204837,48.60788192,39.62300936
